Species,Population,Year,Altitude
S,57,2060,1525
S,0,2060,1575
S,0,2060,1625
S,0,2060,1675
S,0,2060,1725
S,0,2060,1775
S,0,2060,1825
S,0,2060,1875
S,0,2060,1925
S,0,2060,1975
S,0,2061,225
S,1,2061,275
S,193,2061,325
S,45,2061,375
S,29,2061,425
S,756,2061,475
S,4775,2061,525
S,1597,2061,575
S,1820,2061,625
S,47,2061,675
S,42,2061,725
S,263,2061,775
S,223,2061,825
S,14,2061,875
S,536,2061,925
S,496,2061,975
S,28,2061,1025
S,47,2061,1075
S,21,2061,1125
S,180,2061,1175
S,47,2061,1225
S,4,2061,1275
S,3,2061,1325
S,0,2061,1375
S,0,2061,1425
S,77,2061,1475
S,54,2061,1525
S,0,2061,1575
S,0,2061,1625
S,0,2061,1675
S,0,2061,1725
S,0,2061,1775
S,0,2061,1825
S,0,2061,1875
S,0,2061,1925
S,1,2061,1975
S,0,2062,225
S,0,2062,275
S,202,2062,325
S,48,2062,375
S,27,2062,425
S,757,2062,475
S,4780,2062,525
S,1591,2062,575
S,1788,2062,625
S,49,2062,675
S,33,2062,725
S,258,2062,775
S,233,2062,825
S,12,2062,875
S,535,2062,925
S,492,2062,975
S,26,2062,1025
S,51,2062,1075
S,21,2062,1125
S,174,2062,1175
S,42,2062,1225
S,1,2062,1275
S,4,2062,1325
S,0,2062,1375
S,0,2062,1425
S,84,2062,1475
S,55,2062,1525
S,0,2062,1575
S,0,2062,1625
S,0,2062,1675
S,0,2062,1725
S,0,2062,1775
S,0,2062,1825
S,0,2062,1875
S,0,2062,1925
S,1,2062,1975
S,0,2063,225
S,0,2063,275
S,208,2063,325
S,49,2063,375
S,28,2063,425
S,771,2063,475
S,4792,2063,525
S,1582,2063,575
S,1769,2063,625
S,49,2063,675
S,33,2063,725
S,254,2063,775
S,241,2063,825
S,14,2063,875
S,533,2063,925
S,500,2063,975
S,26,2063,1025
S,45,2063,1075
S,24,2063,1125
S,168,2063,1175
S,44,2063,1225
S,0,2063,1275
S,5,2063,1325
S,0,2063,1375
S,0,2063,1425
S,85,2063,1475
S,59,2063,1525
S,0,2063,1575
S,0,2063,1625
S,0,2063,1675
S,0,2063,1725
S,0,2063,1775
S,0,2063,1825
S,0,2063,1875
S,0,2063,1925
S,1,2063,1975
S,0,2064,225
S,0,2064,275
S,203,2064,325
S,52,2064,375
S,30,2064,425
S,761,2064,475
S,4781,2064,525
S,1592,2064,575
S,1806,2064,625
S,48,2064,675
S,33,2064,725
S,271,2064,775
S,235,2064,825
S,11,2064,875
S,526,2064,925
S,495,2064,975
S,24,2064,1025
S,47,2064,1075
S,26,2064,1125
S,182,2064,1175
S,42,2064,1225
S,0,2064,1275
S,6,2064,1325
S,0,2064,1375
S,0,2064,1425
S,78,2064,1475
S,60,2064,1525
S,0,2064,1575
S,0,2064,1625
S,0,2064,1675
S,0,2064,1725
S,0,2064,1775
S,0,2064,1825
S,0,2064,1875
S,0,2064,1925
S,1,2064,1975
S,0,2065,225
S,0,2065,275
