Species,Population,Year,Altitude
S,86.72528963839963,2100,1145.0
S,0.0,2100,1145.0
S,0.0,2100,1145.0
S,51.51687909123337,2100,1175.0
S,0.0,2100,1175.0
S,0.0,2100,1175.0
S,95.9252415685474,2100,1205.0
S,0.0,2100,1205.0
S,0.0,2100,1205.0
S,0.0038561815505061,2100,1235.0
S,0.0,2100,1235.0
S,0.0,2100,1235.0
S,0.0,2100,1265.0
S,0.0,2100,1265.0
S,0.0,2100,1265.0
S,9.01487538178881,2100,1295.0
S,0.0,2100,1295.0
S,0.0,2100,1295.0
S,0.0,2100,1325.0
S,0.0,2100,1325.0
S,0.0,2100,1325.0
S,0.0,2100,1355.0
S,0.0,2100,1355.0
S,0.0,2100,1355.0
S,0.0,2100,1385.0
S,0.0,2100,1385.0
S,0.0,2100,1385.0
S,0.0,2125,215.0
S,3.7266754355669295e-06,2125,215.0
S,0.0,2125,215.0
S,0.0,2125,245.0
S,1.8633337249342655e-05,2125,245.0
S,0.0,2125,245.0
S,1.1180040024605176e-05,2125,275.0
S,9.3166282469438e-05,2125,275.0
S,0.0,2125,275.0
S,3.354010387289014e-05,2125,305.0
S,0.0001565181811787,2125,305.0
S,0.0,2125,305.0
S,0.0001267069578954,2125,335.0
S,0.0002385009392071,2125,335.0
S,139.67246631631107,2125,335.0
S,0.0001006200982736,2125,365.0
S,0.0001416070274481,2125,365.0
S,29.6016240226362,2125,365.0
S,2.2359970317526652e-05,2125,395.0
S,2.6084572172083913e-05,2125,395.0
S,0.0,2125,395.0
S,4.471976907451195e-05,2125,425.0
S,0.0001714026961898,2125,425.0
S,0.0,2125,425.0
S,3.234027220370044,2125,455.0
S,0.0021535112127079,2125,455.0
S,0.0,2125,455.0
S,534.5734932929334,2125,485.0
S,0.001583230265501,2125,485.0
S,0.0,2125,485.0
S,888.1628053255574,2125,515.0
S,977.8072141297351,2125,515.0
S,0.0,2125,515.0
S,361.10908916619405,2125,545.0
S,1015.3651085024624,2125,545.0
S,0.0,2125,545.0
S,130.26064030428188,2125,575.0
S,366.0863644548809,2125,575.0
S,0.0,2125,575.0
S,295.6446593325811,2125,605.0
S,970.1703712419344,2125,605.0
S,0.0,2125,605.0
S,5.998339002333091,2125,635.0
S,679.9258254261798,2125,635.0
S,0.0,2125,635.0
S,1.2574528594395222,2125,665.0
S,1.1125357781549565e-05,2125,665.0
S,0.0,2125,665.0
S,5.214958992398612e-05,2125,695.0
S,0.0,2125,695.0
S,0.0,2125,695.0
S,0.0,2125,725.0
S,0.0,2125,725.0
S,2.557521209757752,2125,725.0
S,7.4471301050786035e-06,2125,755.0
S,2.2071374227679508e-05,2125,755.0
S,0.0,2125,755.0
S,208.87908258632828,2125,785.0
S,0.0002456506948937,2125,785.0
S,0.0,2125,785.0
S,178.68250435279455,2125,815.0
S,0.0,2125,815.0
S,0.0,2125,815.0
S,0.0,2125,845.0
S,0.0,2125,845.0
S,0.0,2125,845.0
S,0.0,2125,875.0
S,0.0,2125,875.0
S,0.0,2125,875.0
S,0.0,2125,905.0
S,0.0,2125,905.0
S,0.0,2125,905.0
S,467.8919128187919,2125,935.0
S,0.0,2125,935.0
S,0.0,2125,935.0
S,486.5258741854742,2125,965.0
S,0.0,2125,965.0
S,0.0,2125,965.0
S,0.0,2125,995.0
S,0.0,2125,995.0
S,0.0,2125,995.0
S,0.0,2125,1025.0
S,0.0,2125,1025.0
S,0.0,2125,1025.0
S,32.64904976810241,2125,1055.0
S,0.0,2125,1055.0
S,0.0,2125,1055.0
S,3.72348857333484e-06,2125,1085.0
S,0.0,2125,1085.0
S,0.0,2125,1085.0
S,0.0,2125,1115.0
S,3.684980383980972e-06,2125,1115.0
S,0.0,2125,1115.0
S,52.205120070688814,2125,1145.0
S,0.0,2125,1145.0
S,0.0,2125,1145.0
S,31.233331577308775,2125,1175.0
S,0.0,2125,1175.0
S,0.0,2125,1175.0
S,57.89702333797403,2125,1205.0
S,0.0,2125,1205.0
S,0.0,2125,1205.0
S,0.0001862381558026,2125,1235.0
S,0.0,2125,1235.0
S,0.0,2125,1235.0
S,0.0,2125,1265.0
S,0.0,2125,1265.0
S,0.0,2125,1265.0
S,5.441696838091351,2125,1295.0
S,0.0,2125,1295.0
S,0.0,2125,1295.0
S,0.0,2125,1325.0
S,0.0,2125,1325.0
S,0.0,2125,1325.0
S,0.0,2125,1355.0
S,0.0,2125,1355.0
S,0.0,2125,1355.0
S,0.0,2125,1385.0
S,0.0,2125,1385.0
S,0.0,2125,1385.0
Sns,0.0,2025,215.0
Sns,0.0,2025,245.0
Sns,0.0,2025,275.0
Sns,0.0,2025,305.0
Sns,4.0,2025,335.0
Sns,2.0,2025,365.0
Sns,0.0,2025,395.0
Sns,0.0,2025,425.0
Sns,0.0,2025,455.0
Sns,2.0,2025,485.0
Sns,7.0,2025,515.0
Sns,5.0,2025,545.0
Sns,6.0,2025,575.0
Sns,7.999999999999999,2025,605.0
Sns,5.0,2025,635.0
Sns,3.0,2025,665.0
Sns,0.0,2025,695.0
Sns,0.0,2025,725.0
Sns,0.0,2025,755.0
Sns,3.0,2025,785.0
Sns,0.0,2025,815.0
Sns,0.0,2025,845.0
Sns,0.0,2025,875.0
Sns,0.0,2025,905.0
Sns,0.0,2025,935.0
Sns,0.0,2025,965.0
Sns,0.0,2025,995.0
Sns,0.0,2025,1025.0
Sns,0.0,2025,1055.0
Sns,0.0,2025,1085.0
Sns,0.0,2025,1115.0
Sns,0.0,2025,1145.0
Sns,0.0,2025,1175.0
Sns,0.0,2025,1205.0
Sns,0.0,2025,1235.0
Sns,0.0,2025,1265.0
Sns,0.0,2025,1295.0
Sns,0.0,2025,1325.0
Sns,0.0,2025,1355.0
Sns,0.0,2025,1385.0
Sns,0.0861953651708702,2050,215.0
Sns,0.4741181459088074,2050,245.0
Sns,2.2855178063081367,2050,275.0
Sns,2.77263601582145,2050,305.0
Sns,3.722088015621833,2050,335.0
Sns,7.510051996228667,2050,365.0
Sns,8.394469782412571,2050,395.0
Sns,16.56680293877393,2050,425.0
Sns,24.91303948216386,2050,455.0
Sns,29.302011048633545,2050,485.0
Sns,43.082441930111074,2050,515.0
Sns,38.13225996097511,2050,545.0
Sns,17.997213797144337,2050,575.0
Sns,10.853363476722103,2050,605.0
Sns,3.5581293782108534,2050,635.0
Sns,1.5597452902157376,2050,665.0
Sns,1.84325389605679,2050,695.0
Sns,0.8260438911318726,2050,725.0
Sns,0.2682033532951124,2050,755.0
Sns,1.4899452785190062,2050,785.0
Sns,0.0011622946222269,2050,815.0
Sns,0.0,2050,845.0
Sns,0.1723739116651798,2050,875.0
Sns,0.2672550901647463,2050,905.0
Sns,0.0,2050,935.0
Sns,0.0,2050,965.0
Sns,1.0682328883067598,2050,995.0
Sns,0.0,2050,1025.0
Sns,0.0861918346350143,2050,1055.0
Sns,0.5656326529626957,2050,1085.0
Sns,0.5627298004064126,2050,1115.0
Sns,0.3641806689365597,2050,1145.0
Sns,0.0,2050,1175.0
Sns,0.8260585020326788,2050,1205.0
Sns,0.0,2050,1235.0
Sns,0.0,2050,1265.0
Sns,0.0,2050,1295.0
Sns,0.5091615436873475,2050,1325.0
Sns,0.0,2050,1355.0
Sns,0.0,2050,1385.0
Sns,0.3836412034352128,2075,215.0
Sns,0.8733450724762887,2075,245.0
Sns,1.491852971853863,2075,275.0
Sns,4.839060646603595,2075,305.0
Sns,9.689677763429705,2075,335.0
Sns,14.856751392929754,2075,365.0
Sns,29.678587216569777,2075,395.0
Sns,38.68817884745508,2075,425.0
Sns,50.17370790004914,2075,455.0
Sns,121.19159897891728,2075,485.0
Sns,133.26147487719408,2075,515.0
Sns,56.694028430515445,2075,545.0
Sns,24.668640374544772,2075,575.0
Sns,17.480745063023257,2075,605.0
Sns,10.86964601591554,2075,635.0
Sns,3.77543313452016,2075,665.0
Sns,2.636058758928469,2075,695.0
Sns,0.1406849784943321,2075,725.0
Sns,1.9223714661956104,2075,755.0
Sns,6.960192656523552,2075,785.0
Sns,0.0008547370274079,2075,815.0
Sns,0.0,2075,845.0
Sns,0.7672412057067648,2075,875.0
Sns,1.6851623976114036,2075,905.0
Sns,0.0,2075,935.0
Sns,0.0,2075,965.0
Sns,6.292392288082355,2075,995.0
Sns,0.0,2075,1025.0
Sns,0.3836314682200262,2075,1055.0
Sns,1.695951674221815,2075,1085.0
